SOS;South Ossetia;;;;;;;;;;;;;x;;;;
SOS_ADJ;South Ossetian;;;;;;;;;;;;;x;;;;
SOS_social_democrat;Democratic Socialists of South Ossetia;;;;;;;;;;;;;x;;;;
SOS_socialist;Socialist Party of South Ossetia;;;;;;;;;;;;;x;;;;
SOS_communist;South Ossetia Revolutionary Party;;;;;;;;;;;;;x;;;;
SOS_liberal;South Ossetia Democratic Party;;;;;;;;;;;;;x;;;;
SOS_anarcho_liberal;South Ossetia Libertarian Party;;;;;;;;;;;;;x;;;;
SOS_green;South Ossetia Green Party;;;;;;;;;;;;;x;;;;
SOS_conservative;South Ossetia Republican Party;;;;;;;;;;;;;x;;;;
SOS_nationalist;South Ossetia Party;;;;;;;;;;;;;x;;;;
SOS_traditionalist;South Ossetia Constitution Party;;;;;;;;;;;;;x;;;;
SOS_ultranationalist;South Ossetia Ultranationalist;;;;;;;;;;;;;x;;;;
