ALT;Altai;;;;;;;;;;;;;x;;;;
ALT_ADJ;Altai;;;;;;;;;;;;;x;;;;
ALT_social_democrat;Democratic Socialists of Altai;;;;;;;;;;;;;x;;;;
ALT_socialist;Socialist Party of Altai;;;;;;;;;;;;;x;;;;
ALT_communist;Altai Revolutionary Party;;;;;;;;;;;;;x;;;;
ALT_liberal;Altai Democratic Party;;;;;;;;;;;;;x;;;;
ALT_anarcho_liberal;Altai Libertarian Party;;;;;;;;;;;;;x;;;;
ALT_green;Altai Green Party;;;;;;;;;;;;;x;;;;
ALT_conservative;Altai Republican Party;;;;;;;;;;;;;x;;;;
ALT_nationalist;Altai Party;;;;;;;;;;;;;x;;;;
ALT_traditionalist;Altai Constitution Party;;;;;;;;;;;;;x;;;;
ALT_ultranationalist;Altai Ultranationalist;;;;;;;;;;;;;x;;;;
