TZN;Tanzania;;;;;;;;;;;;;x;;;;
TZN_ADJ;Tanzania;;;;;;;;;;;;x;;;;
TZN_social_democrat;Social Democratic Party of Tanzania;;;;;;;;;;;;;x;;;;
TZN_socialist;Tanzania Independence Party;;;;;;;;;;;;;x;;;;
TZN_communist;Tanzania Revolutionary Party;;;;;;;;;;;;;x;;;;
TZN_liberal;Tanzania Democratic Party;;;;;;;;;;;;;x;;;;
TZN_anarcho_liberal;Tanzania Libertarian Party;;;;;;;;;;;;;x;;;;
TZN_green;Tanzania Green Party;;;;;;;;;;;;;x;;;;
TZN_conservative;Tanzania Conservative Party;;;;;;;;;;;;;x;;;;
TZN_nationalist;Tanzania Party;;;;;;;;;;;;;x;;;;
TZN_traditionalist;Tanzania Constitution Party;;;;;;;;;;;;;x;;;;
TZN_ultranationalist;Tanzania Ultranationalist;;;;;;;;;;;;;x;;;;
