PAL;Palestine;;;;;;;;;;;;;x;;;;
PAL_ADJ;Palestine;;;;;;;;;;;;;x;;;;
PAL_social_democrat;Democratic Socialists of Palestine;;;;;;;;;;;;;x;;;;
PAL_socialist;Socialist Party of Palestine;;;;;;;;;;;;;x;;;;
PAL_communist;Palestine Revolutionary Party;;;;;;;;;;;;;x;;;;
PAL_liberal;Palestine Democratic Party;;;;;;;;;;;;;x;;;;
PAL_anarcho_liberal;Palestine Libertarian Party;;;;;;;;;;;;;x;;;;
PAL_green;Palestine Green Party;;;;;;;;;;;;;x;;;;
PAL_conservative;Palestine Republican Party;;;;;;;;;;;;;x;;;;
PAL_nationalist;Palestine Party;;;;;;;;;;;;;x;;;;
PAL_traditionalist;Palestine Constitution Party;;;;;;;;;;;;;x;;;;
PAL_ultranationalist;Palestine Ultranationalist;;;;;;;;;;;;;x;;;;
