PTN;Patani;;;;;;;;;;;;;x;;;;
PTN_ADJ;Patani;;;;;;;;;;;;x;;;;
PTN_social_democrat;Social Democratic Party of Patani;;;;;;;;;;;;;x;;;;
PTN_socialist;Patani Independence Party;;;;;;;;;;;;;x;;;;
PTN_communist;Patani Revolutionary Party;;;;;;;;;;;;;x;;;;
PTN_liberal;Patani Democratic Party;;;;;;;;;;;;;x;;;;
PTN_anarcho_liberal;Patani Libertarian Party;;;;;;;;;;;;;x;;;;
PTN_green;Patani Green Party;;;;;;;;;;;;;x;;;;
PTN_conservative;Patani Conservative Party;;;;;;;;;;;;;x;;;;
PTN_nationalist;Patani Party;;;;;;;;;;;;;x;;;;
PTN_traditionalist;Patani Constitution Party;;;;;;;;;;;;;x;;;;
PTN_ultranationalist;Patani Ultranationalist;;;;;;;;;;;;;x;;;;
