CAB;Cabinda;;;;;;;;;;;;;x;;;;
CAB_ADJ;Cabinda;;;;;;;;;;;;x;;;;
CAB_social_democrat;Social Democratic Party of Cabinda;;;;;;;;;;;;;x;;;;
CAB_socialist;Cabinda Independence Party;;;;;;;;;;;;;x;;;;
CAB_communist;Cabinda Revolutionary Party;;;;;;;;;;;;;x;;;;
CAB_liberal;Cabinda Democratic Party;;;;;;;;;;;;;x;;;;
CAB_anarcho_liberal;Cabinda Libertarian Party;;;;;;;;;;;;;x;;;;
CAB_green;Cabinda Green Party;;;;;;;;;;;;;x;;;;
CAB_conservative;Cabinda Conservative Party;;;;;;;;;;;;;x;;;;
CAB_nationalist;Cabinda Party;;;;;;;;;;;;;x;;;;
CAB_traditionalist;Cabinda Constitution Party;;;;;;;;;;;;;x;;;;
CAB_ultranationalist;Cabinda Ultranationalist;;;;;;;;;;;;;x;;;;
