ARG;Argentina;;;;;;;;;;;;;x;;;;
ARG_ADJ;Argentinan;;;;;;;;;;;;x;;;;
ARG_social_democrat;Democratic Socialists of Argentina;;;;;;;;;;;;;x;;;;
ARG_socialist;Argentina Independence Party;;;;;;;;;;;;;x;;;;
ARG_communist;Argentina Revolutionary Party;;;;;;;;;;;;;x;;;;
ARG_liberal;Argentina Democratic Party;;;;;;;;;;;;;x;;;;
ARG_anarcho_liberal;Argentina Libertarian Party;;;;;;;;;;;;;x;;;;
ARG_green;Argentina Green Party;;;;;;;;;;;;;x;;;;
ARG_conservative;Argentina Republican Party;;;;;;;;;;;;;x;;;;
ARG_nationalist;Argentina Party;;;;;;;;;;;;;x;;;;
ARG_traditionalist;Argentina Constitution Party;;;;;;;;;;;;;x;;;;
ARG_ultranationalist;Argentina Ultranationalist;;;;;;;;;;;;;x;;;;
