DHO;Dhofar;;;;;;;;;;;;;x;;;;
DHO_ADJ;Dhofar;;;;;;;;;;;;x;;;;
DHO_social_democrat;Social Democratic Party of Dhofar;;;;;;;;;;;;;x;;;;
DHO_socialist;Dhofar Independence Party;;;;;;;;;;;;;x;;;;
DHO_communist;Dhofar Revolutionary Party;;;;;;;;;;;;;x;;;;
DHO_liberal;Dhofar Democratic Party;;;;;;;;;;;;;x;;;;
DHO_anarcho_liberal;Dhofar Libertarian Party;;;;;;;;;;;;;x;;;;
DHO_green;Dhofar Green Party;;;;;;;;;;;;;x;;;;
DHO_conservative;Dhofar Conservative Party;;;;;;;;;;;;;x;;;;
DHO_nationalist;Dhofar Party;;;;;;;;;;;;;x;;;;
DHO_traditionalist;Dhofar Constitution Party;;;;;;;;;;;;;x;;;;
DHO_ultranationalist;Dhofar Ultranationalist;;;;;;;;;;;;;x;;;;
