MRI;Mari-El;;;;;;;;;;;;;x;;;;
MRI_ADJ;Mari;;;;;;;;;;;;;x;;;;
MRI_social_democrat;Democratic Socialists of Mari;;;;;;;;;;;;;x;;;;
MRI_socialist;Socialist Party of Mari;;;;;;;;;;;;;x;;;;
MRI_communist;Mari Revolutionary Party;;;;;;;;;;;;;x;;;;
MRI_liberal;Mari Democratic Party;;;;;;;;;;;;;x;;;;
MRI_anarcho_liberal;Mari Libertarian Party;;;;;;;;;;;;;x;;;;
MRI_green;Mari Green Party;;;;;;;;;;;;;x;;;;
MRI_conservative;Mari Republican Party;;;;;;;;;;;;;x;;;;
MRI_nationalist;Mari Party;;;;;;;;;;;;;x;;;;
MRI_traditionalist;Mari Constitution Party;;;;;;;;;;;;;x;;;;
MRI_ultranationalist;Mari Ultranationalist;;;;;;;;;;;;;x;;;;
