QGH;Qinghai;;;;;;;;;;;;;x;;;;
QGH_ADJ;Qinghai;;;;;;;;;;;;;x;;;;
QGH_social_democrat;Democratic Socialists of Qinghai;;;;;;;;;;;;;x;;;;
QGH_socialist;Socialist Party of Qinghai;;;;;;;;;;;;;x;;;;
QGH_communist;Qinghai Revolutionary Party;;;;;;;;;;;;;x;;;;
QGH_liberal;Qinghai Democratic Party;;;;;;;;;;;;;x;;;;
QGH_anarcho_liberal;Qinghai Libertarian Party;;;;;;;;;;;;;x;;;;
QGH_green;Qinghai Green Party;;;;;;;;;;;;;x;;;;
QGH_conservative;Qinghai Republican Party;;;;;;;;;;;;;x;;;;
QGH_nationalist;Qinghai Party;;;;;;;;;;;;;x;;;;
QGH_traditionalist;Qinghai Constitution Party;;;;;;;;;;;;;x;;;;
QGH_ultranationalist;Qinghai Ultranationalist;;;;;;;;;;;;;x;;;;
