DRA;Democratic Republic of Afghanistan;;;;;;;;;;;;;x;;;;
DRA_ADJ;Afghanistan;;;;;;;;;;;;;x;;;;
DRA_social_democrat;Democratic Socialists of Afghanistan;;;;;;;;;;;;;x;;;;
DRA_socialist;Socialist Party of Afghanistan;;;;;;;;;;;;;x;;;;
DRA_communist;Afghanistan Revolutionary Party;;;;;;;;;;;;;x;;;;
DRA_liberal;Afghanistan Democratic Party;;;;;;;;;;;;;x;;;;
DRA_anarcho_liberal;Afghanistan Libertarian Party;;;;;;;;;;;;;x;;;;
DRA_green;Afghanistan Green Party;;;;;;;;;;;;;x;;;;
DRA_conservative;Afghanistan Republican Party;;;;;;;;;;;;;x;;;;
DRA_nationalist;Afghanistan Party;;;;;;;;;;;;;x;;;;
DRA_traditionalist;Afghanistan Constitution Party;;;;;;;;;;;;;x;;;;
DRA_ultranationalist;Afghanistan Ultranationalist;;;;;;;;;;;;;x;;;;
