MON;Mon;;;;;;;;;;;;;x;;;;
MON_ADJ;Mon;;;;;;;;;;;;;x;;;;
MON_social_democrat;Democratic Socialists of Mon;;;;;;;;;;;;;x;;;;
MON_socialist;Socialist Party of Mon;;;;;;;;;;;;;x;;;;
MON_communist;Mon Revolutionary Party;;;;;;;;;;;;;x;;;;
MON_liberal;Mon Democratic Party;;;;;;;;;;;;;x;;;;
MON_anarcho_liberal;Mon Libertarian Party;;;;;;;;;;;;;x;;;;
MON_green;Mon Green Party;;;;;;;;;;;;;x;;;;
MON_conservative;Mon Republican Party;;;;;;;;;;;;;x;;;;
MON_nationalist;Mon Party;;;;;;;;;;;;;x;;;;
MON_traditionalist;Mon Constitution Party;;;;;;;;;;;;;x;;;;
MON_ultranationalist;Mon Ultranationalist;;;;;;;;;;;;;x;;;;
