NCK;North Caucasus Republic;;;;;;;;;;;;;x;;;;
NCK_communist_state;North Caucasus Krai;;;;;;;;;;;;;x;;;;
NCK_socialist_democracy;North Caucasus Krai;;;;;;;;;;;;;x;;;;
NCK_socialist_dictatorship;North Caucasus Krai;;;;;;;;;;;;;x;;;;
NCK_ADJ;North Caucasus Krai;;;;;;;;;;;;;x;;;;
NCK_social_democrat;Democratic Socialists of North Caucasus Krai;;;;;;;;;;;;;x;;;;
NCK_socialist;Socialist Party of North Caucasus Krai;;;;;;;;;;;;;x;;;;
NCK_communist;North Caucasus Krai Revolutionary Party;;;;;;;;;;;;;x;;;;
NCK_liberal;North Caucasus Krai Democratic Party;;;;;;;;;;;;;x;;;;
NCK_anarcho_liberal;North Caucasus Krai Libertarian Party;;;;;;;;;;;;;x;;;;
NCK_green;North Caucasus Krai Green Party;;;;;;;;;;;;;x;;;;
NCK_conservative;North Caucasus Krai Republican Party;;;;;;;;;;;;;x;;;;
NCK_nationalist;North Caucasus Krai Party;;;;;;;;;;;;;x;;;;
NCK_traditionalist;North Caucasus Krai Constitution Party;;;;;;;;;;;;;x;;;;
NCK_ultranationalist;North Caucasus Krai Ultranationalist;;;;;;;;;;;;;x;;;;
