BPR;Para Federation;;;;;;;;;;;;;x;;;;
BPR_ADJ;Para;;;;;;;;;;;;;x;;;;
BPR_social_democrat;Democratic Socialists of Para;;;;;;;;;;;;;x;;;;
BPR_socialist;Socialist Party of Para;;;;;;;;;;;;;x;;;;
BPR_communist;Para Revolutionary Party;;;;;;;;;;;;;x;;;;
BPR_liberal;Para Democratic Party;;;;;;;;;;;;;x;;;;
BPR_anarcho_liberal;Para Libertarian Party;;;;;;;;;;;;;x;;;;
BPR_green;Para Green Party;;;;;;;;;;;;;x;;;;
BPR_conservative;Para Republican Party;;;;;;;;;;;;;x;;;;
BPR_nationalist;Para Party;;;;;;;;;;;;;x;;;;
BPR_traditionalist;Para Constitution Party;;;;;;;;;;;;;x;;;;
BPR_ultranationalist;Para Ultranationalist;;;;;;;;;;;;;x;;;;
