WAU;West Africa;;;;;;;;;;;;;x;;;;
WAU_ADJ;West African;;;;;;;;;;;;x;;;;
WAU_social_democrat;Democratic Socialists of West Africa;;;;;;;;;;;;;x;;;;
WAU_socialist;African Independence Party;;;;;;;;;;;;;x;;;;
WAU_communist;West Africa Revolutionary Party;;;;;;;;;;;;;x;;;;
WAU_liberal;West Africa Democratic Party;;;;;;;;;;;;;x;;;;
WAU_anarcho_liberal;West Africa Libertarian Party;;;;;;;;;;;;;x;;;;
WAU_green;West Africa Green Party;;;;;;;;;;;;;x;;;;
WAU_conservative;West Africa Republican Party;;;;;;;;;;;;;x;;;;
WAU_nationalist;West Africa Party;;;;;;;;;;;;;x;;;;
WAU_traditionalist;West Africa Constitution Party;;;;;;;;;;;;;x;;;;
WAU_ultranationalist;West Africa Ultranationalist;;;;;;;;;;;;;x;;;;
