SAU;Saudi Arabia;;;;;;;;;;;;;x;;;;
SAU_ADJ;Saudi Arabian;;;;;;;;;;;;;x;;;;
SAU_social_democrat;Democratic Socialists of Saudi Arabia;;;;;;;;;;;;;x;;;;
SAU_socialist;Socialist Party of Saudi Arabia;;;;;;;;;;;;;x;;;;
SAU_communist;Saudi Arabia Revolutionary Party;;;;;;;;;;;;;x;;;;
SAU_liberal;Saudi Arabia Democratic Party;;;;;;;;;;;;;x;;;;
SAU_anarcho_liberal;Saudi Arabia Libertarian Party;;;;;;;;;;;;;x;;;;
SAU_green;Saudi Arabia Green Party;;;;;;;;;;;;;x;;;;
SAU_conservative;Saudi Arabia Republican Party;;;;;;;;;;;;;x;;;;
SAU_nationalist;Saudi Arabia Party;;;;;;;;;;;;;x;;;;
SAU_traditionalist;Saudi Arabia Constitution Party;;;;;;;;;;;;;x;;;;
SAU_ultranationalist;Saudi Arabia Ultranationalist;;;;;;;;;;;;;x;;;;
