MLT;Malta;;;;;;;;;;;;;x;;;;
MLT_ADJ;Maltese;;;;;;;;;;;;x;;;;
MLT_social_democrat;Democratic Socialists of Malta;;;;;;;;;;;;;x;;;;
MLT_socialist;Malta Independence Party;;;;;;;;;;;;;x;;;;
MLT_communist;Malta Revolutionary Party;;;;;;;;;;;;;x;;;;
MLT_liberal;Malta Democratic Party;;;;;;;;;;;;;x;;;;
MLT_anarcho_liberal;Malta Libertarian Party;;;;;;;;;;;;;x;;;;
MLT_green;Malta Green Party;;;;;;;;;;;;;x;;;;
MLT_conservative;Malta Republican Party;;;;;;;;;;;;;x;;;;
MLT_nationalist;Malta Party;;;;;;;;;;;;;x;;;;
MLT_traditionalist;Malta Constitution Party;;;;;;;;;;;;;x;;;;
MLT_ultranationalist;Malta Ultranationalist;;;;;;;;;;;;;x;;;;
