military_engineering;Military Engineering;;;;;;;;;;X
military_engineering_desc;Military engineering is the science of designing and building military works, such as fortifications and logistical infastructure. It encompasses many fields of study, including construction, machinery, and military strategy.;;;;;;;;;;X
guerilla_warfare;Guerilla Warfare;;;;;;;;;;X
guerilla_warfare_desc;Guerilla warfare is a form of irregular warfare in which small groups of combatants, such as paramilitaries or other irregular troops, use military tactics such as sabotage, raids, and hit-and-run tactics to fight a larger traditional military.;;;;;;;;;;X
cbrn_defense;CBRN Defense;;;;;;;;;;X
cbrn_defense_desc;Chemical, Biological, Radiological and Nuclear (or CBRN) defense are the protective measures in place to defend against the aforementioned hazards in warfare, be it through deliberate attacks or accidental contamination.;;;;;;;;;;X
maskirovka;Maskirovka;;;;;;;;;;X
maskirovka_desc;Maskirovka, or the Russian military doctrine of military deception, encompasses a wide arrange of active and passive measures, from camouflage to propaganda, to successfully obfuscate military maneouvers and mislead the enemy. While originating in Russia, the doctrine has seen its use across the world in both regular and irregular conflicts.;;;;;;;;;;X
air_land_battle;Air-Land Battle;;;;;;;;;;X
air_land_battle_desc;Air-Land Battle, the NATO military doctrine for the mid-century European conflicts, relied on highly mobile defenses and offensive air power targeting rear echelons in order to counter enemies even with a numerical disadvantage. The doctrinal framework established by this doctrine was inherited by ex-NATO nations across the world.;;;;;;;;;;X
military_lines_of_communication;Military Lines of Communication;;;;;;;;;;X
military_lines_of_communication_desc;Military lines of communication, also known as the logistical 'tail' of the armed forces, are the routes that connect fighting units with their supply bases. The planning of such routes across land, sea and (recently) air has been a staple of military logistics since ancient times, and has allowed for the deployment of greater troops in the battlefield.;;;;;;;;;;X
force_protection;Force Protection;;;;;;;;;;X
force_protection_desc;Force protection are the active and passive measures taken to ensure proper defense and readiness to counter conventional and unconventional threats to military facilities and units.;;;;;;;;;;X
modern_asymmetric_warfare;Modern Asymmetric Warfare;;;;;;;;;;X
modern_asymmetric_warfare_desc;Asymmetric warfare is a form of irregular warfare between two belligerents with significantly different military power or tactical or strategic means. In modern times, this entails a closer co-operation between irregular forces and civilians, blurring the line between combatants and non-combatants in the battlefield.;;;;;;;;;;X
counter_ied_efforts;Counter-IED Efforts;;;;;;;;;;X
counter_ied_efforts_desc;Improvised Explosive Devices, or IEDs, are makeshift bombs used and deployed by irregular forces. By having a concerted effort to defuse or neutralize them, an army can reduce their vulnerability to the aforementioned improvised attacks.;;;;;;;;;;X
civil_military_operations;Civil-Military Operations;;;;;;;;;;X
civil_military_operations_desc;Civil-Military operations are concerted efforts from a military force to maximize support and reduce interference of civilians in regards to military operations. A well-executed strategy for civil-military operations is often likened to "winning the hearts and minds" of the populace.;;;;;;;;;;X
joint_basing;Joint Basing;;;;;;;;;;X
joint_basing_desc;Joint basing is the practice of hosting multiple military services in a single base in order to reduce costs and increase services and logistical efficiency. While the practice has its critics, citing the different missions and cultures across military branches, the cost reduction benefits are undeniable.;;;;;;;;;;X
integrated_cyberdefense;Integrated Cyberdefense;;;;;;;;;;X
integrated_cyberdefense_desc;Integrated cyberdefense units are embedded staff within larger military units or bases that specialize in cyberdefense, including proactive methods such as detecting and engaging threats and passive methods such as network hardening and even engaging in local communications and information warfare.;;;;;;;;;;X
modern_insurgency;Modern Insurgency;;;;;;;;;;X
modern_insurgency_desc;Insurgency encompasses armed irregular combatants rebelling against state or non-state authorities, without the former being recognized as belligerents. These often use terrorism and subversion campaigns to weaken the existing governments while fostering support among the local population.;;;;;;;;;;X
military_cybersec;Military Cybersecurity;;;;;;;;;;X
military_cybersec_desc;Military cybersecurity encompasses doctrines and protocols to defend against digital and electronic attacks against military targets from state and non-state actors. The growing reliance on digital communications in modern militaries and civil society has made military cybersecurity a key component in force protection.;;;;;;;;;;X
cyber_command;Cyber Command;;;;;;;;;;X
cyber_command_desc;Cyber Command is the unified combatant command tasked with offensive and defensive cyberoperations, coordination among the many cyberdefense units across military branches, and developing and fielding cyberwarfare doctrine.;;;;;;;;;;X
data_driven_logistics;Data-Driven Logistics;;;;;;;;;;X
data_driven_logistics_desc;Data-driven logistics are the application of data science into establishment, sustainment and refinement of logistic operations, supported by modern digital computers and the ever-increasing electronic communication systems used by the armed forces.;;;;;;;;;;X
autonomous_defenses;Autonomous Defenses;;;;;;;;;;X
autonomous_defenses_desc;Autonomous defenses are fixed or semi-mobile systems tasked with the detection and engagement of potential threats to military forces or emplacements. Their limited autonomy allows them to react quicker than manned systems and provide better protection against deception and irregular threats.;;;;;;;;;;X
digital_subversion;Digital Subversion;;;;;;;;;;X
digital_subversion_desc;Digital subversion is the concerted efforts by irregular groups to dominate the cyberspace, bolster their support among civilian and military personnel, and disrupt (or subvert) military cyberoperations and systems for their own gain.;;;;;;;;;;X
ai_hardening;A.I. Hardening;;;;;;;;;;X
ai_hardening_desc;A.I. hardening describes the process of both reinforcing combat A.I. against digital and conventional threats, and the usage of such A.I. to bolster military defenses either through passive or active roles, such as observation, prediction, and limited engagements.;;;;;;;;;;X
digital_battle_rhythm;Digital Battle Rhythm;;;;;;;;;;X
digital_battle_rhythm_desc;The application of A.I. systems in military command and control has led to a revamp of the traditional battle rhythm to one faster, more agile, and better suited for the digital battlefield. This digital battle rhythm allows for multi-speed decision-making and constant communication between human and artificial echelons to achieve military superiority.;;;;;;;;;;X
mechanical_boots;Mechanical Boots;;;;;;;;;;X
mechanical_boots_desc;The doctrine of mechanical boots calls for the use of robotic autonomous or semi-autonomous drones in lieu of human troops. While the usage of unmanned vehicles in warfare is not new, their primacy over regular troops across warfare domains is a novel development.;;;;;;;;;;X
precognitive_defenses;Precognitive Defenses;;;;;;;;;;X
precognitive_defenses_desc;Precognitive defenses seek to predict attacks before they take place, or even before the enemy is within attacking range. This allows for prior hardening of the attack points, and even set up specific countermeasures to engage the enemy.;;;;;;;;;;X
nanoterrorism;Nanoterrorism;;;;;;;;;;X
nanoterrorism_desc;Nanoterrorism describes both the usage of nanotechnology in irregular warfare, as well as the phenomenon of primarily 'lone wolves' rather than the more conventional enemy cells or organizations stemming from the increasing power and accessibility of technology.;;;;;;;;;;X
enemy_anticipation;Enemy Anticipation;;;;;;;;;;X
enemy_anticipation_desc;Enemy anticipation seeks to predict the position of individual units, as well as larger elements, in the field of battle. This allows for better positioning and combat effectiveness, especially when defending.;;;;;;;;;;X
real_time_battlefield_sim;Real-Time Battlefield Simulation;;;;;;;;;;X
real_time_battlefield_sim_desc;Real-Time Battlefield Simulation, or RTBS, is an integral part of AI-driven warfare. By keeping a simulation of the battlefield, military command has the ability to simulate multiple scenarios at once, and thus being able to comprehensively review operations moments before they take place.;;;;;;;;;;X
modern_prepositioning;Modern Prepositioning;;;;;;;;;;X
modern_prepositioning_desc;In modern warfare, prepositioning involves deploying both covert and overt units in the theatre of operations before the operations are deemed a consideration. Keeping assets in position across the nation, and across the world, allows for swifter redeployment and the ability to keep a robust logistical tail prior to operations.;;;;;;;;;;X
neo_total_warfare;Neo-Total Warfare;;;;;;;;;;X
neo_total_warfare_desc;The doctrine of Neo-Total warfare combines the advances in politics, economy, science, technology to understand warfare as a direct extension of society, and society a direct extension of conflict, with either being essentially undifferentiable from the other. This flexible approach allows for greater militarization and usage of civilian resources for warfare.;;;;;;;;;;X
stochastic_combat;Stochastic Combat;;;;;;;;;;X
stochastic_combat_desc;Stochastic combat relies on maximizing the chaos caused by irregular groups, increasing unpredictability and reducing the effectiveness of predictive tools to detect and subdue. By maximizing chaos as a variable in the societal system, all operations, be them civilian or military, grind to a halt, and fringe or irregular groups can operate with limited capacity to be contested.;;;;;;;;;;X
battlefield_extrapolation;Battlefield Extrapolation;;;;;;;;;;X
battlefield_extrapolation_desc;Battlefield extrapolation seeks to include the non-combat front, including the economy and politics as direct frontlines in the conflict. The subordination of such traditional non-combat elements to the war effort was the exception, rather than the norm, until recent times.;;;;;;;;;;X
matrix_of_conflict;Matrix of Conflict;;;;;;;;;;X
matrix_of_conflict_desc;Warfare can be subsumed into simpler matrixes of conflict, to which the solution often involve kinetic or energetic response. Understanding the nature of conflicts across the battlefields, and operating on each one of them, combat effectiveness can be evaluated by the ability to resolve the conflicts in our desired outcome.;;;;;;;;;;X
flexible_military_infrastructure;Flexible Military Infrastructure;;;;;;;;;;X
flexible_military_infrastructure_desc;Dynamic infrastructure leads towards the application of military technology and infrastructure to civilian purposes, and vice versa. By seamlessly adapting the military demands to civilian needs, and the civilian demands to military needs, standarization of supplies and supply lines allows for more effective operations even in hostile environments.;;;;;;;;;;X
kevlar_body_armor;Aramid Body Armor;;;;;;;;;;X
kevlar_body_armor_desc;Aramid materials are key component of modern combat helmets, facial armor, and ballistic vests. Their sturdy fibres allows for mobility, lightness and protection against shrapnel and small caliber firearms.;;;;;;;;;;X
modern_service_rifle;Modern Service Rifle;;;;;;;;;;X
modern_service_rifle_desc;Standard-issue rifles are a key component of modern armies, often tailored to the situational needs of each force. The modern service rifle typically fires intermediate cartridges and it is well-suited for medium range engagements that are commonly seen in modern warfare.;;;;;;;;;;X
standarized_equipment;Standarized Equipment;;;;;;;;;;X
standarized_equipment_desc;The development of standarized equipment and specifications allows for lower procurement and maintenance costs, as well as greater interoperability and reliability across the armed forces.;;;;;;;;;;X
reflex_sights;Reflex Sights;;;;;;;;;;X
reflex_sights_desc;Reflector sights, or reflex sights, are optical sights that include a reflection of an image, such as crosshairs or information. Initially developed for aircraft, optical and electronic technology advancements have allowed their use in smaller weapon systems, firearms, and even civilian equipment such as binoculars and camera viewfinders.;;;;;;;;;;X
riot_control_agents;Riot Control Agents;;;;;;;;;;X
riot_control_agents_desc;Riot control agents are non-lethal lachrymatory chemicals used to disperse crowds, clear buildings and even in personal self-defense. These can be deployed en masse from vehicles or modified firearms to quickly subdue rioters or otherwise unruly crowds. While their use is controversial due to potential health hazards, their efficacy is undisputed.;;;;;;;;;;X
smoke_grenades;Smoke Grenades;;;;;;;;;;X
smoke_grenades_desc;Smoke grenades are a canister-type grenade used as a signaling device, target or landing zone marking device, or as a screening device for unit movements. Often, they are used in the battlefield to signal friendly aircraft or to conceal movements, acting as a visual distraction for the enemy and temporarily reducing the accuracy of enemy fire.;;;;;;;;;;X
modern_ceramic_armor;Modern Ceramic Armor;;;;;;;;;;X
modern_ceramic_armor_desc;Modern ceramic armor consists of layers of commposite materials and ceramics, arranged from monolithic plate systems to embedded matrices of material, used for personal protection against small arms, sharpnel and explosives.;;;;;;;;;;X
modern_carbine;Modern Carbine;;;;;;;;;;X
modern_carbine_desc;Modern carbines arose from the need to have smaller, more portable weapons than longer rifles, both to save on costs and increase effectiveness in close-quarters with unarmored or lightly-armored enemies.;;;;;;;;;;X
caseless_ammo;Caseless Ammunition;;;;;;;;;;X
caseless_ammo_desc;Caseless amunition is a type of small arms ammunition that replaces the cartridge with a solid mass that is both case and propellant for the bullet. By dispensing of the otherwise-expendable case, it lowers the logistical costs of transport of ammunition.;;;;;;;;;;X
modern_night_vision;Modern Night Vision;;;;;;;;;;X
modern_night_vision_desc;Night vision technology has improved since the development of first-generation night vision from the Second World War. Modern electronics and composite materials allow for greater image intensification and signal-to-noise ratio in second- and third-generation devices, allowing greater effectiveness in low-light conditions.;;;;;;;;;;X
modern_baton_rounds;Modern Baton Rounds;;;;;;;;;;X
modern_baton_rounds_desc;Baton rounds, or kinetic impact projectiles, are non-lethal projectiles used for riot control, composed of polymers such as plastic, foam or rubber. Properly used, they minimize physical injury while being a reliable alternative to conventional ammunition in riot situations.;;;;;;;;;;X
infrared_smoke_grenades;Infrared Smoke Grenades;;;;;;;;;;X
infrared_smoke_grenades_desc;Infrared (or thermal) smoke grenades are a canister-type grenade used as a screening device for infantry troops that provides concealment from thermal imaging. As conventional smoke grenades could be neutralized by infrared sights, thermal smoke grenades could provide thorough concealment across the battlefield from the more sensitive thermal imaging tools.;;;;;;;;;;X
personal_reactive_armor;Personal Reactive Armor;;;;;;;;;;X
personal_reactive_armor_desc;Personal reactive armor is a common designation for multi-layered personal armor that provides an active capacity of absorbing or resisting the impact, instead of harming the wearer. While the smaller size and personal wear limit the amount of explosives in the armor, advances in materials allow for non-explosive and non-energetic armor.;;;;;;;;;;X
early_electronic_weapons;Early Electronic Weapons;;;;;;;;;;X
early_electronic_weapons_desc;Electronic weapons were first developed to counter existing electronic warfare in the battlefield, such as radio jammers and anti-drone weapons, with few exceptions, such as tasers, having an offensive role. With modern miniaturization, individuals are now able to carry higher-powered electronic (or electronic-enhanced) weapons on the battlefield.;;;;;;;;;;X
in_situ_ammo_manufacturing;In-Situ Ammo Manufacturing;;;;;;;;;;X
in_situ_ammo_manufacturing_desc;In-Situ Ammunition Manufacturing is the process of fabricating ammunition on-site, close to the battlefield or in the battlefield itself, thanks to advances in manufacturing processes and weapons technology. This provides greater versatility and resilience for the logistical tail of the armed forces.;;;;;;;;;;X
electronic_sights;Electronic Sights;;;;;;;;;;X
electronic_sights_desc;With the development of smaller, smarter, and better-connected electronic systems, embedded or detachable electronic sights became a practical reality. First-generation electronic sights allow for visual, infrared and night-vision capabilities on conventional and electronic firearms, as well as providing limited trigger control, weapon and target information, and the ability to uplink and downlink data to the wielder.;;;;;;;;;;X
electronic_riot_control;Electronic Riot Control;;;;;;;;;;X
electronic_riot_control_desc;Electronic riot control encompasses the use of non-lethal sound emitters and directed energy weapons to subdue crowds. This may also include electronic safety protocols to protect security forces from attacks, such as cell phone and communication jammers.;;;;;;;;;;X
multispectral_smoke_grenades;Multispectral Smoke Grenades;;;;;;;;;;X
multispectral_smoke_grenades_desc;Multispectral smoke grenades are a canister-type grenade used as a screening device for infantry troops, providing effective concealment across a wide range of wavelengths. Multispectral smoke is often comprised of two or more non-refractory smoke materials, and is opaque to most, if not all, commonly-used wavelengths of optics, including visual, thermal, and (in some cases) ultraviolet imaging.;;;;;;;;;;X
combat_exoskeleton;Combat Exoskeleton;;;;;;;;;;X
combat_exoskeleton_desc;First-generation combat exoskeletons were developed to address the increasing firepower fielded by individuals on the battlefield, the surge on electronic weapons, and the needs for greater individual capabilities both inside and outside of combat. While still of limited use, there have already shown their proficiency in the battlefield.;;;;;;;;;;X
smart_rifle;Smart Rifle;;;;;;;;;;X
smart_rifle_desc;Smart rifles are rifles that have been developed from the ground-up with electronic components, or modified with them afterwards, providing better handling, more information to the user, and even stop unauthorized agents from using the firearm.;;;;;;;;;;X
smart_trigger;Smart Trigger;;;;;;;;;;X
smart_trigger_desc;Smart triggers are electronic devices capable of firing (or preventing the firing) of a weapon. Initially designed as safety devices to confirm the identity of the user and to prevent misfires, smart triggers have evolved to become an integral part of modern firearms by improving accuracy and allowing for digital optimization of firing modes.;;;;;;;;;;X
smart_sights;Smart Sights;;;;;;;;;;X
smart_sights_desc;Smart sights are electronic sights with integrated real-time processing of images. Often including multi-spectral optics, active uplinks and downlinks and target libraries, they are a staple of standard firearm technology for military and civilian use.;;;;;;;;;;X
pinpoint_riot_control;Pinpoint Riot Control;;;;;;;;;;X
pinpoint_riot_control_desc;Pinpoint riot control involves the deliberate, selective, and specific targeting of people inside crowds, aimed to maximize control over riots and protests. Through biometric data, social algorithms and autonomous response elements, inciters of violence and dissent can be individually targeted even in chaotic environments, and ensure a more effective pacification.;;;;;;;;;;X
hyperspectral_smoke_grenades;Hyperspectral Smoke Grenades;;;;;;;;;;X
hyperspectral_smoke_grenades_desc;Hyperspectral smoke grenades are a canister-type grenade used as a screening device for infantry troops, providing effective concealment across most wavelengths of the EM spectrum. The predominant form of hyperspectral smoke is a superconductor/nanomaterial combo that provides full opaqueness to most of the non-ionizing electromagnetic spectrum.;;;;;;;;;;X
nanoweave_armor;Nanoweave Armor;;;;;;;;;;X
nanoweave_armor_desc;Nanoweave armor applies modern nanotechnology manufacturing techniques to develop strong, light, and resilient fabrics for individual armor. Despite the cost and manufacturing issues of first-generation nanoweaves, these are becoming increasingly common in the professional military and mercenary markets across the world.;;;;;;;;;;X
manpans;Man-Portable Attack Nanite System;;;;;;;;;;X
manpans_desc;The Man-Portable Attack Nanite System, or MANPANS by its acronym on the press, is a wide array of personal devices developed to store, deploy, and collect attack nanites in hostile conditions. Ranging in size from the SNAIL milimeter-sized system to the FIAT armor, these are becoming ubiquitous in the battlefield as offensive and defensive mechanisms for nanite warfare.;;;;;;;;;;X
reconfigurable_ammo;Reconfigurable Ammo;;;;;;;;;;X
reconfigurable_ammo_desc;Reconfigurable ammunition is the general name given to ammunition that is capable of changing caliber, composition, and shape on the battlefield. First-generation "dial-a-yield" ammunition and second-generation multi-caliber rounds allow for simpler, more adaptable logistics and lessens the supply burden of individual units.;;;;;;;;;;X
nanoaugmented_aiming_system;Nanoaugmented Aiming System;;;;;;;;;;X
nanoaugmented_aiming_system_desc;Nanoaugmented aiming systems rely on multiscopic and multisensory target location from deployed nanoswarms in the target's environment, and relying that information to the user for targeting. First employed by special forces and for large-scale weapon targeting, nanotech ubiquity has allowed its use in personal weapons.;;;;;;;;;;X
incapacitating_nanogas;Incapacitating Nanogas;;;;;;;;;;X
incapacitating_nanogas_desc;Incapacitating nanogas is nanite-based agents that self-modulate in order to maximize incapacitation yet limiting itself to avoid killing or causing permanent damage. These allow for a more widespread use without fear of long-term effects in the general population.;;;;;;;;;;X
camo_smoke_grenades;Camo Smoke Grenades;;;;;;;;;;X
camo_smoke_grenades_desc;Camo smoke grenades are a canister-type grenade used as a cloaking device for infantry troops, providing effective concealment across a wide array of battlefields. Camo smoke passively refracts multispectral light from behind the smoke, acting as an invisibility agent for all practical purposes.;;;;;;;;;;X
antifragile_armor;Antifragile Armor;;;;;;;;;;X
antifragile_armor_desc;Antifragile armor is made of materials that harden under high stress, allowing them to increase in effectiveness as they receive impacts. The most common methods of implementing antifragile armor for individual troops involve electric reactive armor that absorbs and reuses the projectile's kinetic energy, and exotic armor, that relies on the chemical structure of the armor itself for antifragility.;;;;;;;;;;X
plasma_rifle;Plasma Rifle;;;;;;;;;;X
plasma_rifle_desc;First-generation plasma rifles are scaled-down plasma cannons, relying on developments on materials science to store, contain, and release the amounts of energy required for plasma weaponry. Although not as well-liked as kinetic or energy weapons, plasma rifles may prove to be flexible enough to become the standard-issue firearm for the future.;;;;;;;;;;X
regenerative_ammo;Regenerative Ammunition;;;;;;;;;;X
regenerative_ammo_desc;Regenerative ammunition relies on external factors to recharge ammunition storage, such as magazines or capacitors. While not as effective as fully swapping storage devices, it allows for low-power or low-use weaponry to require less supply overall.;;;;;;;;;;X
dets;Dynamic Environmental Targeting System;;;;;;;;;;X
dets_desc;The Dynamic Environmental Targeting System, or DETS, uses multiple sources of information to locate and fix on targets, including, but not limited to, sensory materials, nanites, geotracking and predictive analysis. This allows the user to fully track and fire upon any non-cloaked target on a battlezone.;;;;;;;;;;X
full_spectrum_suppression;Full Spectrum Suppression;;;;;;;;;;X
full_spectrum_suppression_desc;Full spectrum suppression relies on the totality of available technological tools to neutralize any target without killing them, including chemical, nano, electronic and biological mechanisms working in tandem. While controversial due to perceived increased risks to the person and potential for abuse, these are increasingly becoming staples of security forces.;;;;;;;;;;X
near_invisibility_field;Near-Invisibility Field;;;;;;;;;;X
near_invisibility_field_desc;Near-Invisibility Field devices are weapons systems used as a screening device for infantry troops, providing effective concealment across all known wavelengths. Invisi-fields actively redirect light around the smoke and calculate viewpoints of potential observers to stop parallax attacks, thus making it the most effective cloaking technology to date.;;;;;;;;;;X
field_artillery_brigade;Field Artillery Brigade;;;;;;;;;;X
field_artillery_brigade_desc;Field artillery brigades are mobile units that provide indirect fire support against the enemy. These include cannons, howitzers and mortars, as well as guided rockets and cruise missiles.;;;;;;;;;;X
sp_artillery_brigade;Self-Propelled Artillery Brigade;;;;;;;;;;X
sp_artillery_brigade_desc;Self-propelled artillery brigades are mechanized units that are able to provide indirect fire support. Due to their armor and speed, they are faster and and more protected than conventional field artillery, at the cost of increased construction and support costs.;;;;;;;;;;X
fire_control_radar;Fire-Control Radar;;;;;;;;;;X
fire_control_radar_desc;Fire-control, or targeting radars, are radar systems capable of tracking (and in some cases, illuminating) targets and relay this information to fire-control systems or self-guided weapons to track and strike targets in the air, land, and/or sea.;;;;;;;;;;X
counter_battery_radar;Counter-Battery Radar;;;;;;;;;;X
counter_battery_radar_desc;Counter-battery, or weapon tracking radars, are radar systems developed to detect projectiles and rockets launched by the enemy, and given their trajectories, calculate their origin or launch site. Given this information, friendly forces can locate enemy emplacements and engage in counter-artillery fire if needed.;;;;;;;;;;X
rocket_assisted_projectiles;Rocket-Assisted Projectiles;;;;;;;;;;X
rocket_assisted_projectiles_desc;Rocket-assisted projectiles are cannon, howitzer, mortar, or recoilless rifle rounds incorporating a rocket motor for independent propulsion. This grants them both greater speed and range than an ordinary shell, which is propelled only by the ballistic force of the gun's exploding charge.;;;;;;;;;;X
improved_conventional_munitions;Improved Conventional Munitions;;;;;;;;;;X
