PNM;Panama;;;;;;;;;;;;;x;;;;
PNM_ADJ;Panaman;;;;;;;;;;;;x;;;;
PNM_social_democrat;Democratic Socialists of Panama;;;;;;;;;;;;;x;;;;
PNM_socialist;Panama Independence Party;;;;;;;;;;;;;x;;;;
PNM_communist;Panama Revolutionary Party;;;;;;;;;;;;;x;;;;
PNM_liberal;Panama Democratic Party;;;;;;;;;;;;;x;;;;
PNM_anarcho_liberal;Panama Libertarian Party;;;;;;;;;;;;;x;;;;
PNM_green;Panama Green Party;;;;;;;;;;;;;x;;;;
PNM_conservative;Panama Republican Party;;;;;;;;;;;;;x;;;;
PNM_nationalist;Panama Party;;;;;;;;;;;;;x;;;;
PNM_traditionalist;Panama Constitution Party;;;;;;;;;;;;;x;;;;
PNM_ultranationalist;Panama Ultranationalist;;;;;;;;;;;;;x;;;;
