NAP;North Appalachia;;;;;;;;;;;;;x;;;;
NAP_ADJ;North Appalachian;;;;;;;;;;;;;x;;;;
NAP_social_democrat;Democratic Socialists of North Appalachia;;;;;;;;;;;;;x;;;;
NAP_socialist;Socialist Party of North Appalachia;;;;;;;;;;;;;x;;;;
NAP_communist;Communist Party of North Appalachia;;;;;;;;;;;;;x;;;;
NAP_liberal;North Appalachian Democratic Party;;;;;;;;;;;;;x;;;;
NAP_anarcho_liberal;North Appalachian Libertarian Party;;;;;;;;;;;;;x;;;;
NAP_green;North Appalachian Green Party;;;;;;;;;;;;;x;;;;
NAP_conservative;North Appalachian Republican Party;;;;;;;;;;;;;x;;;;
NAP_nationalist;North Appalachia Independence Party;;;;;;;;;;;;;x;;;;
NAP_traditionalist;North Appalachia Constitution Party;;;;;;;;;;;;;x;;;;
NAP_ultranationalist;Catskills Legion;;;;;;;;;;;;;x;;;;
