JUM;Jummaland;;;;;;;;;;;;;x;;;;
JUM_ADJ;Jummaland;;;;;;;;;;;;;x;;;;
JUM_social_democrat;Democratic Socialists of Jummaland;;;;;;;;;;;;;x;;;;
JUM_socialist;Socialist Party of Jummaland;;;;;;;;;;;;;x;;;;
JUM_communist;Jummaland Revolutionary Party;;;;;;;;;;;;;x;;;;
JUM_liberal;Jummaland Democratic Party;;;;;;;;;;;;;x;;;;
JUM_anarcho_liberal;Jummaland Libertarian Party;;;;;;;;;;;;;x;;;;
JUM_green;Jummaland Green Party;;;;;;;;;;;;;x;;;;
JUM_conservative;Jummaland Republican Party;;;;;;;;;;;;;x;;;;
JUM_nationalist;Jummaland Party;;;;;;;;;;;;;x;;;;
JUM_traditionalist;Jummaland Constitution Party;;;;;;;;;;;;;x;;;;
JUM_ultranationalist;Jummaland Ultranationalist;;;;;;;;;;;;;x;;;;
