SLU;Sulu;;;;;;;;;;;;;x;;;;
SLU_ADJ;Sulu;;;;;;;;;;;;;x;;;;
SLU_social_democrat;Democratic Socialists of Sulu;;;;;;;;;;;;;x;;;;
SLU_socialist;Socialist Party of Sulu;;;;;;;;;;;;;x;;;;
SLU_communist;Sulu Revolutionary Party;;;;;;;;;;;;;x;;;;
SLU_liberal;Sulu Democratic Party;;;;;;;;;;;;;x;;;;
SLU_anarcho_liberal;Sulu Libertarian Party;;;;;;;;;;;;;x;;;;
SLU_green;Sulu Green Party;;;;;;;;;;;;;x;;;;
SLU_conservative;Sulu Republican Party;;;;;;;;;;;;;x;;;;
SLU_nationalist;Sulu Party;;;;;;;;;;;;;x;;;;
SLU_traditionalist;Sulu Constitution Party;;;;;;;;;;;;;x;;;;
SLU_ultranationalist;Sulu Ultranationalist;;;;;;;;;;;;;x;;;;
