UGA;Uganda;;;;;;;;;;;;;x;;;;
UGA_ADJ;Ugandan;;;;;;;;;;;;;x;;;;
UGA_social_democrat;Democratic Socialists of Uganda;;;;;;;;;;;;;x;;;;
UGA_socialist;Socialist Party of Uganda;;;;;;;;;;;;;x;;;;
UGA_communist;Uganda Revolutionary Party;;;;;;;;;;;;;x;;;;
UGA_liberal;Uganda Democratic Party;;;;;;;;;;;;;x;;;;
UGA_anarcho_liberal;Uganda Libertarian Party;;;;;;;;;;;;;x;;;;
UGA_green;Uganda Green Party;;;;;;;;;;;;;x;;;;
UGA_conservative;Uganda Republican Party;;;;;;;;;;;;;x;;;;
UGA_nationalist;Uganda Party;;;;;;;;;;;;;x;;;;
UGA_traditionalist;Uganda Constitution Party;;;;;;;;;;;;;x;;;;
UGA_ultranationalist;Uganda Ultranationalist;;;;;;;;;;;;;x;;;;
