KEN;Kenya;;;;;;;;;;;;;x;;;;
KEN_ADJ;Kenyan;;;;;;;;;;;;x;;;;
KEN_social_democrat;Social Democratic Party of Kenya;;;;;;;;;;;;;x;;;;
KEN_socialist;Kenya Independence Party;;;;;;;;;;;;;x;;;;
KEN_communist;Kenya Revolutionary Party;;;;;;;;;;;;;x;;;;
KEN_liberal;Kenya Democratic Party;;;;;;;;;;;;;x;;;;
KEN_anarcho_liberal;Kenya Libertarian Party;;;;;;;;;;;;;x;;;;
KEN_green;Kenya Green Party;;;;;;;;;;;;;x;;;;
KEN_conservative;Kenya Conservative Party;;;;;;;;;;;;;x;;;;
KEN_nationalist;Kenya Party;;;;;;;;;;;;;x;;;;
KEN_traditionalist;Kenya Constitution Party;;;;;;;;;;;;;x;;;;
KEN_ultranationalist;Kenya Ultranationalist;;;;;;;;;;;;;x;;;;
