JGX;Jiangxi;;;;;;;;;;;;;x;;;;
JGX_ADJ;Jiangxi;;;;;;;;;;;;;x;;;;
JGX_social_democrat;Democratic Socialists of Jiangxi;;;;;;;;;;;;;x;;;;
JGX_socialist;Socialist Party of Jiangxi;;;;;;;;;;;;;x;;;;
JGX_communist;Jiangxi Revolutionary Party;;;;;;;;;;;;;x;;;;
JGX_liberal;Jiangxi Democratic Party;;;;;;;;;;;;;x;;;;
JGX_anarcho_liberal;Jiangxi Libertarian Party;;;;;;;;;;;;;x;;;;
JGX_green;Jiangxi Green Party;;;;;;;;;;;;;x;;;;
JGX_conservative;Jiangxi Republican Party;;;;;;;;;;;;;x;;;;
JGX_nationalist;Jiangxi Party;;;;;;;;;;;;;x;;;;
JGX_traditionalist;Jiangxi Constitution Party;;;;;;;;;;;;;x;;;;
JGX_ultranationalist;Jiangxi Ultranationalist;;;;;;;;;;;;;x;;;;
