EVT_7100_NAME;Propaganda Campaign - Success!;;;;;;;;;;;;;x;;;;
EVT_7100_DESC;The recent Social Democrat information campaigns have proven successful!\n\nWhile there were a few sectors of the population that proved less receptive to our campaigns, opinion polls in $CAPITAL$ and all across $COUNTRY$ have shown a marked increase in party popularity across almost all demographic sectors and geographical regions.\n\nSociologists warn that these gains may prove short-lived if there is a deterioration of people's living conditions or a marked increase in popular dissent, but for now, we can rejoice in our well-deserved popularity.;;;;;;;;;;;;;x;;;;
EVT_7100_OPTA;For social justice!;;;;;;;;;;;;;x;;;;
EVT_7101_NAME;Propaganda Campaign - Target Social Strata;;;;;;;;;;;;;x;;;;
EVT_7101_DESC;Social scientists in $CAPITAL$ working in our information campaigns have asserted that the best way to expand our political reach within our population is to segment our campaigns by economic strata and focus on one of them: either upper-class, middle-class, or lower-class.\n\nWe may also attempt a generalized campaign and target the entire population to potentially increase our reach, although this comes with risks of backfiring in certain strata.\n\nHow should we target our campaign?;;;;;;;;;;;;;x;;;;
EVT_7101_OPTA;Target the Upper Class.;;;;;;;;;;;;;x;;;;
EVT_7101_OPTB;Target the Middle Class.;;;;;;;;;;;;w;x;;;;
EVT_7101_OPTC;Target the Lower Class.;;;;;;;;;;;;;x;;;;
EVT_7101_OPTD;No preference.;;;;;;;;;;;;;x;;;;
EVT_7102_NAME;Propaganda Campaign - Target Government Employees;;;;;;;;;;;;;x;;;;
EVT_7102_DESC;As employees of the State, $COUNTRY_ADJ$ bureaucrats, academics, and military personnel are a captive audience for our information campaigns.\n\nWe could focous our efforts to target one of these specific groups, thereby significantly increasing ideological compliance within them. Alternatively, we could broadly target them in order to extend the overall reach of our campaigns.\n\nOther than a possible research setback if we focus too much on academia, sociologists expect few negative effects from these focuses, if any.;;;;;;;;;;;;;x;;;;
EVT_7102_OPTA;Target the Bureaucrats.;;;;;;;;;;;;;x;;;;
EVT_7102_OPTB;Target the Academia and Researchers.;;;;;;;;;;;;;x;;;;
EVT_7102_OPTC;Target the Armed Forces.;;;;;;;;;;;;;x;;;;
