army_tech;Military;;;;;;;;;;;;;x;;;;
commerce_tech;Finance & Economics;;;;;;;;;;;;;x;;;;
culture_tech;Comms & Sociology;;;;;;;;;;;;;x;;;;
industry_tech;Industry;;;;;;;;;;;;;x;;;;
navy_tech;Naval & Aerospace;;;;;;;;;;;;;x;;;;
military_doctrine;Military Doctrine;;;;;;;;;;X
military_doctrine_desc;The compendium of military doctrinal knowledge of the nation.;;;;;;;;;;X
third_gen_warfare;Third Generation Warfare;;;;;;;;;;X
third_gen_warfare_desc;Third Generation Warfare emphasises speed and maneouverability over static defenses, in order to bypass the enemy and strike deep within enemy lines. Typical examples of this type of warfare are the Blitzkrieg during the Second World War and the opening salvos of the Third World War.;;;;;;;;;;X
fourth_gen_warfare;Fourth Generation Warfare;;;;;;;;;;X
fourth_gen_warfare_desc;Fourth Generation Warfare;;;;;;;;;;X
fifth_gen_warfare;Fifth Generation Warfare;;;;;;;;;;X
fifth_gen_warfare_desc;Fifth Generation Warfare;;;;;;;;;;X
sixth_gen_warfare;Sixth Generation Warfare;;;;;;;;;;X
sixth_gen_warfare_desc;Sixth Generation Warfare;;;;;;;;;;X
seventh_gen_warfare;Seventh Generation Warfare;;;;;;;;;;X
seventh_gen_warfare_desc;Seventh Generation Warfare;;;;;;;;;;X
redefinition_of_warfare;Redefinition of Conflict;;;;;;;;;;X
redefinition_of_warfare_desc;Redefinition of Conflict;;;;;;;;;;X
light_armament;Small Arms & Light Weapons;;;;;;;;;;X
light_armament_desc;Small Arms & Light Weapons;;;;;;;;;;X
mass_produced_armament;Mass-Produced Armament;;;;;;;;;;X
mass_produced_armament_desc;Mass-Produced Armament;;;;;;;;;;X
composite_armament;Composite Firearms;;;;;;;;;;X
composite_armament_desc;Composite Firearms;;;;;;;;;;X
electronic_weapons;Electronic Weapons;;;;;;;;;;X
electronic_weapons_desc;Electronic Weapons;;;;;;;;;;X
smart_weapons;Smart Weapons;;;;;;;;;;X
smart_weapons_desc;Smart Weapons;;;;;;;;;;X
nano_weapons;Nano Weapons;;;;;;;;;;X
nano_weapons_desc;Nano Weapons;;;;;;;;;;X
exotic_weapons;Exotic Weapons;;;;;;;;;;X
exotic_weapons_desc;Exotic Weapons;;;;;;;;;;X
heavy_armament;Artillery & Weapons Systems;;;;;;;;;;X
heavy_armament_desc;Artillery & Weapons Systems;;;;;;;;;;X
arms_industry;Arms Industry;;;;;;;;;;X
arms_industry_desc;Arms Industry;;;;;;;;;;X
rocket_artillery;Rocket Artillery;;;;;;;;;;X
rocket_artillery_desc;Rocket Artillery;;;;;;;;;;X
precision_guided_munitions;Precision-Guided Munitions;;;;;;;;;;X
precision_guided_munitions_desc;Precision-Guided Munitions;;;;;;;;;;X
electromagnetic_weapons;Electromagnetic Weapons;;;;;;;;;;X
electromagnetic_weapons_desc;Electromagnetic Weapons;;;;;;;;;;X
autonomous_weapons;Autonomous Weapons;;;;;;;;;;X
autonomous_weapons_desc;Autonomous Weapons;;;;;;;;;;X
directed_energy_weapons;Directed Energy Weapons;;;;;;;;;;X
directed_energy_weapons_desc;Directed Energy Weapons;;;;;;;;;;X
armored_vehicles;Armored Vehicles;;;;;;;;;;X
armored_vehicles_desc;Armored Vehicles;;;;;;;;;;X
infantry_fighting_vehicles;Infantry Fighting Vehicles;;;;;;;;;;X
infantry_fighting_vehicles_desc;Infantry Fighting Vehicles;;;;;;;;;;X
light_tanks;Light Tanks;;;;;;;;;;X
light_tanks_desc;Light Tanks;;;;;;;;;;X
