BRD;Burundi;;;;;;;;;;;;;x;;;;
BRD_ADJ;Burundi;;;;;;;;;;;;x;;;;
BRD_social_democrat;Social Democratic Party of Burundi;;;;;;;;;;;;;x;;;;
BRD_socialist;Burundi Independence Party;;;;;;;;;;;;;x;;;;
BRD_communist;Burundi Revolutionary Party;;;;;;;;;;;;;x;;;;
BRD_liberal;Burundi Democratic Party;;;;;;;;;;;;;x;;;;
BRD_anarcho_liberal;Burundi Libertarian Party;;;;;;;;;;;;;x;;;;
BRD_green;Burundi Green Party;;;;;;;;;;;;;x;;;;
BRD_conservative;Burundi Conservative Party;;;;;;;;;;;;;x;;;;
BRD_nationalist;Burundi Party;;;;;;;;;;;;;x;;;;
BRD_traditionalist;Burundi Constitution Party;;;;;;;;;;;;;x;;;;
BRD_ultranationalist;Burundi Ultranationalist;;;;;;;;;;;;;x;;;;
