KOR;Korea;;;;;;;;;;;;;x;;;;
KOR_ADJ;Korean;;;;;;;;;;;;x;;;;
KOR_social_democrat;Democratic Socialists of Korea;;;;;;;;;;;;;x;;;;
KOR_socialist;Korea Independence Party;;;;;;;;;;;;;x;;;;
KOR_communist;Korea Revolutionary Party;;;;;;;;;;;;;x;;;;
KOR_liberal;Korea Democratic Party;;;;;;;;;;;;;x;;;;
KOR_anarcho_liberal;Korea Libertarian Party;;;;;;;;;;;;;x;;;;
KOR_green;Korea Green Party;;;;;;;;;;;;;x;;;;
KOR_conservative;Korea Republican Party;;;;;;;;;;;;;x;;;;
KOR_nationalist;Korea Party;;;;;;;;;;;;;x;;;;
KOR_traditionalist;Korea Constitution Party;;;;;;;;;;;;;x;;;;
KOR_ultranationalist;Korea Ultranationalist;;;;;;;;;;;;;x;;;;
