CAS;Casamance;;;;;;;;;;;;;x;;;;
CAS_ADJ;Casamance;;;;;;;;;;;;x;;;;
CAS_social_democrat;Social Democratic Party of Casamance;;;;;;;;;;;;;x;;;;
CAS_socialist;Casamance Independence Party;;;;;;;;;;;;;x;;;;
CAS_communist;Casamance Revolutionary Party;;;;;;;;;;;;;x;;;;
CAS_liberal;Casamance Democratic Party;;;;;;;;;;;;;x;;;;
CAS_anarcho_liberal;Casamance Libertarian Party;;;;;;;;;;;;;x;;;;
CAS_green;Casamance Green Party;;;;;;;;;;;;;x;;;;
CAS_conservative;Casamance Conservative Party;;;;;;;;;;;;;x;;;;
CAS_nationalist;Casamance Party;;;;;;;;;;;;;x;;;;
CAS_traditionalist;Casamance Constitution Party;;;;;;;;;;;;;x;;;;
CAS_ultranationalist;Casamance Ultranationalist;;;;;;;;;;;;;x;;;;
